Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Jon Lester","CHC",171.2,0.28345939,,0.34199277,,,0.10161131,,0.15389674,,,0.11903979,,,,"Jon Lester",4930,452657
"Fernando Salas","PHI",2.2,0.50819672,,,,,,0.01639344,,0.1147541,,0.36065574,,,,"Fernando Salas",4971,477569
"Cole Hamels","CHC",141.2,0.35463659,,0.18629908,,,0.12071846,,0.12489557,,,0.21345029,,,,"Cole Hamels",4972,430935
"Fernando Abad","SFG",13,0.01169591,,,,,0.56725146,,,0.28070175,,0.14035088,,,,"Fernando Abad",4994,472551
"Jake Diekman","- - -",62,0.48564189,,,,,0.05152027,0.46030405,,,,0.00253378,,,,"Jake Diekman",5003,518617
"Jeurys Familia","NYM",60,0.16618636,,,0.07492795,,0.493756,0.26512968,,,,,,,,"Jeurys Familia",5114,544727
"Alex Gordon","KCR",2.1,0.0483871,,,,,0.72580645,,0.12903226,,,0.09677419,,,,"Alex Gordon",5209,460086
"Wade LeBlanc","SEA",121.1,0.05683564,,0.30261137,,,0.22119816,,0.10906298,,,0.31029186,,,,"Wade LeBlanc",5221,453281
"Blake Parker","- - -",61.1,0.46568627,,0.06078431,0.31862745,,,,0.15490196,,,,,,,"Blake Parker",5224,453284
"Wilmer Font","- - -",84.1,0.47116645,,,0.09370904,,0.11074705,0.13433814,0.19003932,,,,,,,"Wilmer Font",5257,521655
"Jose Alvarez","PHI",59,0.1351626,,0.07317073,,,0.38617886,0.10873984,0.07621951,,,0.22052846,,,,"Jose Alvarez",5358,501625
"Manny Bañuelos","CHW",50.2,0.21693122,,,,,0.26137566,0.32910053,0.10899471,,,0.08359788,,,,"Manny Banuelos",5365,544365
"Michael Pineda","MIN",146,0.54120879,,,,,0.01098901,0.29487179,,,,0.1529304,,,,"Michael Pineda",5372,501381
"Brad Peacock","HOU",91.2,0.27369119,,,,,0.31146455,0.28628231,,0.06891981,,0.05964215,,,,"Brad Peacock",5401,502748
"Pablo Sandoval","SFG",1,,,,,,,0.8,0.2,,,,,,,"Pablo Sandoval",5409,467055
"Pedro Báez","LAD",69.2,0.50505051,,,,,0.00275482,0.17263545,,,,0.31955923,,,,"Pedro Baez",5420,520980
"Jesse Chavez","TEX",78,0.08192956,,0.3101072,,,0.37595712,0.13323124,0.00306279,,,0.0957121,,,,"Jesse Chavez",5448,445926
"Austin Romine","NYY",1,0.04761905,,,,,,,0.9047619,,,0.04761905,,,,"Austin Romine",5491,519222
"Arodys Vizcaíno","ATL",4,0.07352941,,,,,0.45588235,0.47058824,,,,,,,,"Arodys Vizcaino",5498,527055
"Madison Bumgarner","SFG",207.2,0.42821859,,0.33405372,,,0.00092621,,0.18338994,,,0.05341155,,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","BOS",55.2,0.55112474,,,,,0.0408998,0.3190184,,,,0.08895706,,,,"Ryan Brasier",5615,518489
"Tyler Clippard","CLE",62,0.19247312,,,0.16021505,,0.21612903,0.08817204,0.03870968,,,0.30430108,,,,"Tyler Clippard",5640,461325
"Junior Guerra","MIL",83.2,0.30894309,,,0.20990392,,0.29268293,0.0007391,0.18773097,,,,,,,"Junior Guerra",5702,448855
"Hernán Pérez","MIL",3,0.82926829,,,,,,,,,0.17073171,,,,,"Hernan Perez",5751,541650
"Danny Salazar","CLE",4,0.31818182,,,,,,0.21212121,0.01515152,,,0.45454545,,,,"Danny Salazar",5867,517593
"Jesús Sucre","BAL",1,,,,,,,0.77777778,0.22222222,,,,,,,"Jesus Sucre",5942,491696
"Kelvin Herrera","CHW",51.1,0.353914,,0.11135612,,,0.21278942,0.12679162,,,,0.19514884,,,,"Kelvin Herrera",6033,516969
"Ian Kinsler","SDP",1,,,,,,,,0.7037037,,,0.2962963,,,,"Ian Kinsler",6195,435079
"Trevor Cahill","LAA",102.1,0.08139535,,0.18372093,,,0.28313953,,,0.21802326,,0.23372093,,,,"Trevor Cahill",6249,502239
"David Phelps","- - -",34.1,0.25429017,,0.28861154,,,0.17316693,,,0.27769111,,0.00624025,,,,"David Phelps",6316,475479
"Ryan Feierabend","TOR",5.2,0.23076923,,,,,,,,,,0.06730769,,0.70192308,,"Ryan Feierabend",6336,456387
"Chris Archer","PIT",119.2,0.3962804,,,,,0.10729614,0.3557463,0.02002861,,,0.12064855,,,,"Chris Archer",6345,502042
"Jake Odorizzi","MIN",159,0.57938218,,0.18426724,0.17133621,,,,0.06501437,,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","MIN",64.1,0.61578045,,,,,0.01286449,0.14493997,0.12607204,,,0.10034305,,,,"Trevor May",6398,543507
"José Cisnero","DET",35.1,0.51162791,,,,,0.09612403,0.30542636,,,,0.08682171,,,,"Jose Cisnero",6399,542585
"Steve Cishek","CHC",64,0.17042381,,,,,0.42110009,0.40036069,,,,0.00811542,,,,"Steve Cishek",6483,518553
"Blaine Hardy","DET",44.1,0.191582,,0.14078374,,,0.01886792,,0.20029028,,,0.44847605,,,,"Blaine Hardy",6499,543278
"Alex Cobb","BAL",12.1,,,,0.34934498,,0.48034934,,,0.17030568,,,,,,"Alex Cobb",6562,502171
"Robert Stock","SDP",10.2,0.53275109,,,,,0.00873362,0.37554585,,,,0.08296943,,,,"Robert Stock",6576,476594
"Sean Rodríguez","PHI",1.1,0.45454545,,,,,,0.45454545,0.09090909,,,,,,,"Sean Rodriguez",6589,446481
"Brad Brach","- - -",54.1,0.47642929,,0.07923771,,,0.06218656,0.19358074,,,,0.1885657,,,,"Brad Brach",6627,542960
"Carlos Carrasco","CLE",80,0.33594976,,,,,0.12087912,0.34065934,0.01648352,,,0.18602826,,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","CHC",20.2,0.66578249,,,,,,,,0.33421751,,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","CHW",61,0.28820513,,0.68307692,,,,,,,,0.02871795,,,,"Alex Colome",6661,517008
"JB Shuck","PIT",1,0.92307692,,,,,0.07692308,,,,,,,,,"JB Shuck",6677,543776
"Andrew Miller","STL",54.2,0.38085328,,,,,0.00520291,0.61290323,,,,0.00104058,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL",174.2,0.41694133,,,,,0.22676335,0.20962426,0.06460119,,,0.08206987,,,,"Julio Teheran",6797,527054
"Sam Freeman","LAA",2,0.275,,,0.225,,0.15,,0.35,,,,,,,"Sam Freeman",6832,518693
"Eduardo Núñez","BOS",1,,,,,,,,0.5,,,0.5,,,,"Eduardo Nunez",6848,456488
"Ian Desmond","COL",1,0.26666667,,,,,,,0.4,,,0.33333333,,,,"Ian Desmond",6885,435622
"Johnny Cueto","SFG",16,0.3245283,,,,,0.18867925,0.2490566,0.0490566,,,0.18867925,,,,"Johnny Cueto",6893,456501
"Chase Anderson","MIL",139,0.43391304,,0.1473913,,,0.07391304,,0.1026087,,,0.24217391,,,,"Chase Anderson",6895,502624
"Martín Pérez","MIN",165.1,0.17466619,,0.30819199,,,0.24792494,,0.04727535,,,0.22194154,,,,"Martin Perez",6902,527048
"Joakim Soria","OAK",69,0.64604186,,,,,0.03548681,0.11737944,0.13011829,,,0.07097361,,,,"Joakim Soria",6941,465657
"Luis García","LAA",62,0.2208413,,,0.1873805,,0.24952199,0.34225621,,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","KCR",63.1,0.66879562,,0.16149635,,,,,,0.15237226,,0.01733577,,,,"Ian Kennedy",6986,453178
"Ryan Pressly","HOU",54.1,0.35740971,,,,,,0.29016189,0.35242839,,,,,,,"Ryan Pressly",7005,519151
"Caleb Joseph","ARI",1.1,,,,,,,0.71428571,0.28571429,,,,,,,"Caleb Joseph",7087,543376
"Pat Venditte","SFG",3.1,,,,,,0.52380952,0.41269841,,,,0.06349206,,,,"Pat Venditte",7108,519381
"Daniel Hudson","- - -",73,0.63270337,,,,,0.07477403,0.23253903,,,,0.05998357,,,,"Daniel Hudson",7146,543339
"Jonny Venters","- - -",8,0.02030457,,,,,0.77664975,0.17766497,,,,0.02538071,,,,"Jonny Venters",7175,458924
"Greg Holland","ARI",35.2,0.47157191,,,,,,0.43478261,0.09197324,,,0.00167224,,,,"Greg Holland",7196,518813
"Craig Stammen","SDP",82,0.0032,,0.1576,,,0.7104,,,0.1216,,0.0072,,,,"Craig Stammen",7274,489334
"Dan Otero","CLE",29.2,0.12019231,,,,,0.55288462,0.13942308,,,,0.1875,,,,"Dan Otero",7385,519096
"Javy Guerra","- - -",67.2,0.59107807,,,,,,0.25,0.07156134,,,0.08736059,,,,"Javy Guerra",7407,457915
"J.A. Happ","NYY",161.1,0.483859,,,,,0.17476809,0.17439703,0.00816327,,,0.15881262,,,,"J.A. Happ",7410,457918
"Austin Adams","- - -",16.2,0.54603175,,,,,,0.38730159,,,,0.06666667,,,,"Austin Adams",7411,542866
"Jay Jackson","MIL",30.1,0.41729323,,,,,,0.55263158,,,,0.03007519,,,,"Jay Jackson",7432,543351
"Ben Zobrist","CHC",1,,,,,,,,0.78947368,,,0.21052632,,,,"Ben Zobrist",7435,450314
"Wade Davis","COL",42.2,0.44576877,,0.34803337,,,0.00357569,,,0.18831943,,0.01430274,,,,"Wade Davis",7441,451584
"Gio González","MIL",87.1,0.26590422,,,,,0.25232309,,0.16368835,,,0.31808435,,,,"Gio Gonzalez",7448,461829
"Anthony Swarzak","- - -",53.1,0.35919235,,,,,0.04675877,0.59404888,,,,,,,,"Anthony Swarzak",7466,461872
"Alex Avila","ARI",2,,,,,,,,1,,,,,,,"Alex Avila",7476,488671
"Collin McHugh","HOU",74.2,0.32612056,,0.12055641,,,0.00695518,0.4366306,0.07650696,0.0015456,,0.0316847,,,,"Collin McHugh",7531,543521
"Jake McGee","COL",41.1,0.80370943,,,,,,0.19629057,,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","- - -",44.2,0.58791946,,0.32080537,,,0.04697987,0.00805369,,,,0.03624161,,,,"Nick Vincent",7555,543883
"Jordan Lyles","- - -",141,0.50231384,,,,,0.01724863,0.09718132,0.31342028,,,0.06983593,,,,"Jordan Lyles",7593,543475
"Tommy Milone","SEA",111.2,0.43712575,,,,,,0.10299401,0.07844311,,,0.38143713,,,,"Tommy Milone",7608,543548
"Mark Reynolds","COL",1,0.9047619,,,,,,,0.04761905,,,0.04761905,,,,"Mark Reynolds",7619,448602
"Carlos Torres","DET",6,0.31304348,,0.37391304,,,0.09565217,0.12173913,0.09565217,,,,,,,"Carlos Torres",7624,448614
"Neil Ramírez","- - -",25,0.55748373,,,,,,0.31019523,0.13232104,,,,,,,"Neil Ramirez",7677,519166
"Juan Nicasio","PHI",47.1,0.41997593,,,,,0.12154031,0.45607702,,,,0.00240674,,,,"Juan Nicasio",7731,504379
"Wily Peralta","KCR",40.1,0.54477612,,,,,0.00447761,0.32089552,0.00149254,,,0.12835821,,,,"Wily Peralta",7738,503449
"Mike Fiers","OAK",184.2,0.32745858,,,,,0.19598167,0.17694748,0.1741276,,,0.12548467,,,,"Mike Fiers",7754,571666
"Shawn Kelley","TEX",47.1,0.39713542,,,,,,0.6015625,,,,0.00130208,,,,"Shawn Kelley",7773,518875
"Richard Bleier","BAL",55.1,0.00394737,,0.24473684,,,0.64078947,0.06315789,,,,0.04736842,,,,"Richard Bleier",7803,542947
"Hunter Strickland","- - -",24.1,0.54471545,,0.00542005,,,0.11111111,0.29810298,,,,0.04065041,,,,"Hunter Strickland",7836,519326
"Jerry Blevins","ATL",32.1,0.4265233,,,,,,,0.49103943,,,0.08243728,,,,"Jerry Blevins",7841,460283
"Tyson Ross","DET",35.1,0.34006734,,0.36700337,,,0.01178451,0.28114478,,,,,,,,"Tyson Ross",7872,475115
"Cory Gearrin","- - -",55.1,0.0841639,,,,,0.36323367,0.40310078,,,,0.14950166,,,,"Cory Gearrin",7947,518715
"Anthony Bass","SEA",48,0.04481793,,,0.14145658,,0.48179272,0.33193277,,,,,,,,"Anthony Bass",7982,542914
"Marcus Walden","BOS",78,0.19321767,,0.25788644,,,0.17665615,0.37223975,,,,,,,,"Marcus Walden",8004,519393
"Jason Vargas","- - -",149.2,0.2758483,,,,,0.22155689,,,0.15169661,,0.3508982,,,,"Jason Vargas",8044,450306
"Will Smith","SFG",65.1,0.46883988,,,,,,0.42281879,0.09012464,,,0.01821668,,,,"Will Smith",8048,519293
"Dan Jennings","WSN",4.2,0.03731343,,,,,0.52985075,0.43283582,,,,,,,,"Dan Jennings",8073,543359
"Bryan Shaw","COL",72,0.00167926,,0.75230898,,,,0.09403862,0.07724601,,,0.07472712,,,,"Bryan Shaw",8110,543766
"Steven Wright","BOS",6.1,0.01526718,,,,,0.04580153,,0.06870229,,,,,0.87022901,,"Steven Wright",8185,453214
"Brett Anderson","OAK",176,0.18575735,,,,,0.43820648,0.18688772,,0.05463451,,0.13451394,,,,"Brett Anderson",8223,474463
"David Robertson","PHI",6.2,0.04411765,,0.52941176,,,,0.20588235,,0.22058824,,,,,,"David Robertson",8241,502085
"Tony Sipp","WSN",21,0.47933884,,,0.20110193,,,0.31955923,,,,,,,,"Tony Sipp",8280,448609
"JC Ramírez","LAA",8,0.53271028,,,,,,0.14953271,0.30841121,,,0.00934579,,,,"JC Ramirez",8302,500724
"Homer Bailey","- - -",163.1,0.48108494,,,0.2633833,,0.02426838,0.14239829,,0.0888651,,,,,,"Homer Bailey",8362,456701
"Daniel Descalso","CHC",1,,,,,,,0.85714286,0.07142857,,,0.07142857,,,,"Daniel Descalso",8392,518614
"Ehire Adrianza","MIN",1,0.80952381,,,,,,,0.19047619,,,,,,,"Ehire Adrianza",8418,501303
"Buddy Boshers","TOR",20,,,,,,0.39583333,,0.53645833,,,0.06770833,,,,"Buddy Boshers",8490,542953
"Justin Miller","WSN",15.2,0.63636364,,,,,0.15636364,0.19636364,,,,0.01090909,,,,"Justin Miller",8580,502522
"Tim Federowicz","TEX",1,,,,,,,,1,,,,,,,"Tim Federowicz",8609,543148
"Kendrys Morales","OAK",1,0.95238095,,,,,,,,,,0.04761905,,,,"Kendrys Morales",8610,434778
"Justin Verlander","HOU",223,0.49876619,,,,,,0.28655151,0.17273288,,,0.04194941,,,,"Justin Verlander",8700,434378
"Tanner Roark","- - -",165.1,0.25520111,,,,,0.30027739,0.2184466,0.12760055,,,0.09847434,,,,"Tanner Roark",8753,543699
"Wade Miley","HOU",167.1,0.15822564,,0.46978694,,,0.06252183,0.00977995,0.09290954,,,0.20677611,,,,"Wade Miley",8779,489119
"Andrew Cashner","- - -",150,0.45320589,,,,,0.02907208,0.13062525,0.10832338,,,0.2787734,,,,"Andrew Cashner",8782,488768
"Oliver Drake","TBR",56,0.40360169,,0.00105932,0.59216102,,,,0.00317797,,,,,,,"Oliver Drake",8823,543118
"Adam Warren","SDP",28.2,0.30630631,,,,,0.0018018,0.47207207,0.04144144,,,0.17837838,,,,"Adam Warren",9029,476589
"Jeanmar Gómez","TEX",15.1,0.02222222,,,,,0.48518519,0.20740741,0.05555556,,,0.22962963,,,,"Jeanmar Gomez",9033,491646
"Kirby Yates","SDP",60.2,0.57002938,,,0.42115573,,,0.00881489,,,,,,,,"Kirby Yates",9073,489446
"Brad Hand","CLE",57.1,0.42494715,,,,,0.03382664,0.54122622,,,,,,,,"Brad Hand",9111,543272
"Nathan Eovaldi","BOS",67.2,0.43275316,,0.22547468,0.13528481,,,0.03164557,0.17484177,,,,,,,"Nathan Eovaldi",9132,543135
"Tim Melville","COL",33.1,0.3339254,,,,,,0.54706927,0.05861456,,,0.06039076,,,,"Tim Melville",9149,543532
"Alex Wilson","MIL",11.1,0.17326733,,0.0049505,,,0.28217822,0.53465347,,,,0.0049505,,,,"Alex Wilson",9239,543935
"Chris Davis","BAL",1,,,,,,,0.04545455,0.18181818,,,0.77272727,,,,"Chris Davis",9272,448801
"Patrick Corbin","WSN",202,0.1943013,,,,,0.34252804,0.37102152,0.03485905,,,0.05729009,,,,"Patrick Corbin",9323,571578
"Jared Hughes","- - -",71.1,0.05893019,,,,,0.74524025,0.05711695,0.05711695,,,0.08159565,,,,"Jared Hughes",9325,453172
"Josh Tomlin","ATL",79.1,0.25176056,,0.43221831,,,0.05721831,,0.17341549,,,0.08538732,,,,"Josh Tomlin",9388,458708
"Zac Rosscup","- - -",18,0.19086022,,,,,0.20967742,0.59946237,,,,,,,,"Zac Rosscup",9419,573127
"Dallas Keuchel","ATL",112.2,0.05150215,,0.19849785,,,0.49034335,0.11427039,,,,0.14538627,,,,"Dallas Keuchel",9434,572971
"Ryan Buchter","OAK",45.1,0.62835249,,0.14687101,,,,,0.2247765,,,,,,,"Ryan Buchter",9456,488748
"Dan Straily","BAL",47.2,0.52173913,,,,,0.00207039,0.19979296,0.03519669,,,0.24120083,,,,"Dan Straily",9460,573185
"Jeremy Jeffress","MIL",52,0.28488372,,,0.09069767,,0.34069767,,,0.28372093,,,,,,"Jeremy Jeffress",9490,502026
"Brian Moran","MIA",6.1,0.52678571,,,,,0.03571429,0.4375,,,,,,,,"Brian Moran",9646,572383
"Michael Blazek","WSN",5,0.72093023,,,,,,0.1744186,0.03488372,,,0.06976744,,,,"Michael Blazek",9654,518468
"David Hale","NYY",37.2,0.31385643,,,,,0.28881469,,0.1836394,,,0.21368948,,,,"David Hale",9756,571735
"Joe Kelly","LAD",51.1,0.28036322,,,,,0.22814983,,,0.36549376,,0.12599319,,,,"Joe Kelly",9761,523260
"Garrett Richards","SDP",8.2,0.40764331,,,,,0.17834395,0.29299363,0.12101911,,,,,,,"Garrett Richards",9784,572070
"Miles Mikolas","STL",184,0.27603424,,,,,0.23751783,0.23430813,0.21398003,,,0.03815977,,,,"Miles Mikolas",9803,571945
"Brian Dozier","WSN",1,,,,,,,,1,,,,,,,"Brian Dozier",9810,572821
"Sergio Romo","- - -",60.1,0.10050251,,,,,0.14271357,0.5959799,,,,0.16080402,,,,"Sergio Romo",9817,489265
"Chaz Roe","TBR",51,0.05189189,,0.06378378,,,0.23675676,0.64108108,0.00648649,,,,,,,"Chaz Roe",9866,475054
"Chris Rusin","COL",1,0.04,,0.32,,,0.52,,,,,0.12,,,,"Chris Rusin",9895,543734
