Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Scot Shields","ANA",10.304986119270325,-0.7049198150634766,,-0.314302921295166,0.6133481860160828,,,2.1786439998457348,-1.1369674436507686,,-0.4910983145236969,1.3629959689246285,,,"Scot Shields",35,276912
"Donne Wall","ANA",1.6516361236572266,-0.7676426768302917,,0.6731655597686768,0.4442874789237976,,,0.9331277534786591,-4.515545157825246,,1.3738072648340343,0.6631156401847725,,,"Donne Wall",39,123849
"Jarrod Washburn","ANA",15.180054664611816,1.4006767272949219,,,-0.5678114891052246,,,0.6426780128963513,0.4503783689051195,,,-0.22443141861866583,,,"Jarrod Washburn",40,132220
"Ben Weber","ANA",6.783443450927734,1.5041677951812744,,,1.5935101509094238,,,1.0216029293565865,0.7558632136589318,,,1.6952235647972596,,,"Ben Weber",41,276533
"Matt Wise","ANA",0.8511135578155518,,,-1.0469565391540527,2.290076971054077,,,1.28956599669023,,,-4.362318913141886,6.5430770601545065,,,"Matt Wise",42,277184
"Brian Anderson","ARI",-7.851157188415527,-5.182703971862793,,,5.302832126617432,,,-0.5760203366409044,-1.5849247620375515,,,1.071279217498471,,,"Brian Anderson",44,110230
"Miguel Batista","ARI",21.189051628112793,-1.1347157955169678,,-0.2930598855018616,-3.2881166245788336,2.0370630025863647,,1.1732586726529786,-0.30834668356439343,,-0.17238816794227152,-3.961586294673294,1.5201962705868395,,"Miguel Batista",46,110683
"Mark Grace","ARI",-0.952645480632782,,,0.3228289484977722,0.036563411355018616,,,-13.609221151896886,,,10.76096494992574,1.8281705677509308,,,"Mark Grace",56,115007
"Rick Helling","ARI",-7.651732921600342,4.329710483551025,,-6.192695617675781,0.1625695675611496,,,-0.4657171589531553,1.4336789680632533,,-1.132119856979119,0.13217038013101592,,,"Rick Helling",58,115727
"Jonathan Johnson","SDP",-2.216766834259033,1.7748502492904663,,,0.07299049198627472,,,-1.944532310753538,1.8297425250417179,,,0.6082540998856227,,,"Jonathan Johnson",59,150282
"Randy Johnson","ARI",1.867498755455017,44.26156234741211,,,-1.453395962715149,-0.8789694309234619,,0.08718481584757316,2.712105535993389,,,-2.27093119174242,-1.395189572894384,,"Randy Johnson",60,116615
"Byung-Hyun Kim","ARI",1.6340688467025757,12.71139907836914,,,2.7110793590545654,,,0.220820114419267,2.8693903111442753,,,3.266360673559717,,,"Byung-Hyun Kim",61,218294
"Mike Koplove","ARI",10.409211158752441,3.424628257751465,,,3.1763203144073486,,,1.8687991308352678,1.841197988038422,,,3.1140395239287733,,,"Mike Koplove",63,407377
"Matt Mantei","ARI",-3.614593744277954,0.026045771315693855,,,,,,-1.2129509208986424,0.020671247075947502,,,,,,"Matt Mantei",64,118256
"Mike Morgan","ARI",-2.6066882610321045,-1.381216049194336,,-1.3352810144424438,0.7393768429756165,0.9607083797454834,,-0.8836231393329168,-2.4664572307041714,,-6.676405072212218,1.6804019158536738,7.390064459580642,,"Mike Morgan",67,119374
"Mike Myers","ARI",-2.780992031097412,0.8170521855354309,,1.5841357707977295,-1.6979111433029175,,,-0.7455742710716923,0.5237514009842505,,2.7312685703409127,-3.7731358740064835,,,"Mike Myers",68,119624
"Eddie Oropesa","ARI",-10.606663703918457,-1.6501327753067017,,-1.5417383909225464,0.287937194108963,,,-4.4194432099660235,-1.7188883076111476,,-1.7519754442301663,2.87937194108963,,,"Eddie Oropesa",69,400280
"Jose Parra","ARI",0.02929733693599701,0.9336281418800354,,,-0.8249850869178772,,,0.015583689859572876,2.829176187515259,,,-4.852853452458101,,,"Jose Parra",70,120244
"John Patterson","ARI",-3.448628067970276,,,3.914674937725067,-0.23403656482696533,,,-1.1850955560035312,,,3.156995917520215,-3.9006094137827554,,,"John Patterson",71,279568
"Armando Reynoso","ARI",-0.6878158450126648,,,0.006913956254720688,-0.5924293994903564,,,-4.585438966751099,,,0.3456978127360344,-29.621469974517822,,,"Armando Reynoso",72,121117
"Curt Schilling","ARI",24.589475274086,8.912800371646881,,1.7637169361114502,4.062903955578804,12.499373324215412,,1.2545650650043876,1.985033490344517,,0.8998555796486991,2.7267811782408082,1.5702730306803283,,"Curt Schilling",73,121811
"Todd Stottlemyre","ARI",-5.473874568939209,0.9285440370440483,,0.11741505563259125,1.1423006057739258,,,-2.8962299306556663,1.3858866224538036,,0.5337047983299602,2.2846012115478516,,,"Todd Stottlemyre",75,122840
"Greg Swindell","ARI",-5.554877758026123,-4.012210369110107,,,2.3860881328582764,,,-2.2580803894415133,-3.1842939437381803,,,4.4186817275153265,,,"Greg Swindell",76,123057
"Jung Keun Bong","ATL",-0.8640593886375427,-0.07216688245534897,,,0.05635588616132736,,,-1.053730961753101,-0.42451107326675863,,,0.939264769355456,,,"Jung Keun Bong",82,407794
"John Ennis","ATL",-0.08282957226037979,-0.6482912302017212,,-0.9557386636734009,0.46031245589256287,,,-0.17256160887579125,-12.965824604034424,,-8.688533306121826,3.835937132438024,,,"John Ennis",85,407795
"John Foster","ATL",-3.2413570880889893,-0.9466570615768433,,,0.34346431493759155,,,-3.2092644436524647,-4.115900267725405,,,2.86220262447993,,,"John Foster",86,407796
"Tom Glavine","ATL",14.481221199035645,,,0.829604983329773,1.2817919254302979,,,0.6228482236144364,,,1.5953941987111018,0.10567122221189595,,,"Tom Glavine",90,114849
"Kevin Gryboski","ATL",-1.3803622722625732,-3.4214296340942383,,,-0.41565465927124023,,,-0.16239556144265568,-6.220781152898615,,,-2.96896185193743,,,"Kevin Gryboski",91,407839
"Chris Hammond","ATL",0.34054329991340637,3.0672366619110107,,7.620506763458252,7.248621463775635,,,0.06070290551041112,3.0368679820901097,,4.733234014570343,2.4488586026269035,,,"Chris Hammond",92,115391
"Darren Holmes","ATL",12.329646110534668,-0.2700043320655823,,-0.11209115386009216,1.3238425254821777,,,2.2175622500961634,-0.6000096268124051,,-0.08181836048181909,2.5458510105426493,,,"Darren Holmes",95,116100
"Kerry Ligtenberg","ATL",4.1679768562316895,0.3980959951877594,,,2.0698952674865723,,,0.6935069644312296,0.11245649581575125,,,2.2498861603114917,,,"Kerry Ligtenberg",100,117763
"Albie Lopez","ATL",2.8788492679595947,0.6598227992653847,,-1.8226324617862701,0.26544320583343506,,,0.4335616367409028,0.8459266657248521,,-1.938970704027947,0.6636080145835876,,,"Albie Lopez",102,117913
"Greg Maddux","ATL",12.56466007232666,,,-1.4446065425872803,12.314254760742188,,,0.613209373954449,,,-1.4162809241051768,2.414559757008272,,,"Greg Maddux",104,118120
"Jason Marquis","ATL",-10.24776554107666,-2.2687060832977295,,,-1.6194900274276733,,,-0.8406698557076833,-0.4280577515656093,,,-0.8523631723303544,,,"Jason Marquis",105,150302
"Kevin Millwood","ATL",23.73598611354828,10.803651914000511,,5.101230263710022,-3.409493148326874,,,1.0100419622786503,2.0043881102041765,,1.5003618422676537,-3.1569381003026606,,,"Kevin Millwood",106,119154
"Damian Moss","ATL",-6.755890369415283,2.5311882495880127,,-4.399647634476423,21.928981840610504,,,-0.43390432687317165,1.3535766040577608,,-1.9818232587731637,2.5033084292934364,,,"Damian Moss",107,150305
"Mike Remlinger","ATL",12.420462608337402,2.4621834754943848,,,3.9316179752349854,,,1.4803888686933733,2.7664982870723427,,,1.9560288434004904,,,"Mike Remlinger",111,121060
"John Smoltz","ATL",8.316996574401855,6.594886779785156,,,,6.331177711486816,,1.1535362793899937,1.868239880958968,,,,6.957338144491007,,"John Smoltz",115,122477
"Rick Bauer","BAL",-4.050439476966858,5.864313969388604,,,-1.0486741960048676,,,-0.44510323922712725,1.974516488009631,,,-1.691409993556238,,,"Rick Bauer",125,407400
"Chris Brock","BAL",2.9775733947753906,-0.0702061802148819,,-6.132711887359619,-0.945910632610321,,,0.5596942471382313,-0.21274600065115729,,-6.890687513887213,-1.891821265220642,,,"Chris Brock",130,111496
"Sean Douglass","BAL",-7.382569074630737,,,-2.5264081954956055,1.2568452507257462,,,-1.0969642012824274,,,-1.3438341465402157,1.1425865915688602,,,"Sean Douglass",133,346868
"Travis Driskill","BAL",-13.030439853668213,-7.401653528213501,,,1.7431186567991972,4.919958591461182,,-0.9716957385285767,-3.1099384572325635,,,0.9473470960865202,1.4999873754454822,,"Travis Driskill",134,150344
"Scott Erickson","BAL",-22.153753235936165,1.29819718003273,,0.2559279501438141,1.101071909070015,,,-1.3624694487045612,0.27158936820768415,,0.15325026954719406,0.37451425478571937,,,"Scott Erickson",137,113884
"Buddy Groom","BAL",10.619507789611816,6.710036277770996,,,1.4362664222717285,,,1.8565573058761917,2.4851986213966653,,,2.3545351184782435,,,"Buddy Groom",143,115183
"Pat Hentgen","BAL",-4.955036163330078,-1.1182222366333008,,1.2001755237579346,-4.517623424530029,,,-3.0586642983519,-1.3312169483729772,,1.6903880616308937,-7.78900590436212,,,"Pat Hentgen",145,115797
"Jason Johnson","BAL",-6.595839023590088,,,5.877610206604004,-0.4580787718296051,,,-0.4625413060021099,,,1.1412835352629134,-0.2516916328734094,,,"Jason Johnson",147,116595
"Jorge Julio","BAL",5.454973220825195,3.031723737716675,,,0.09124795347452164,,,0.6205885347924,1.629958998772406,,,0.16294277406164578,,,"Jorge Julio",148,406402
"Rodrigo Lopez","BAL",-2.4989563822746277,19.462870359420776,,-0.852485865354538,4.573054730892181,,,-0.1411839763996965,2.72207977054836,,-0.7349016080642569,2.0977315279321935,,,"Rodrigo Lopez",150,150438
"Calvin Maduro","BAL",-8.222680449485779,,,-2.441643923521042,1.94270920753479,,,-1.3198523995964333,,,-1.575254144207124,1.2453264150864038,,,"Calvin Maduro",151,118130
"Sidney Ponson","BAL",4.183145046234131,0.42050209641456604,,-1.726914882659912,3.6456894874572754,-0.6136805415153503,,0.2347443909222296,0.0781602409692502,,-1.5282432589910726,1.3552749024004742,-0.8893920891526818,,"Sidney Ponson",161,132260
"Willis Roberts","BAL",-3.16823148727417,2.42567777633667,,,0.3915485739707947,0.3261241316795349,,-0.3366877244712189,1.2699883645741727,,,1.058239389110256,0.44070828605342555,,"Willis Roberts",167,150199
"B.J. Ryan","BAL",1.0982857942581177,-0.06966528296470642,,,,,,0.16540448708706593,-0.024022511367140145,,,,,,"B.J. Ryan",168,124805
"Rolando Arrojo","BOS",-7.960677146911621,4.237960577011108,,1.6897961124777794,2.3977938294410706,,,-1.0433390756109595,1.5696150285226327,,1.15739459758752,4.281774695430483,,,"Rolando Arrojo",174,134361
"John Burkett","BOS",-17.18787956237793,0.9278349876403809,,-1.142723798751831,3.4397923946380615,,,-0.9538223952484979,1.3254785537719727,,-0.23320893852078187,1.0237477364994232,,,"John Burkett",179,111734
"Frank Castillo","BOS",-13.249154567718506,4.220026403665543,,1.604316920042038,0.15181507170200348,,,-0.7748043606852928,3.3492273044964627,,0.37309695814931115,0.030856721890651112,,,"Frank Castillo",180,112113
"Casey Fossum","BOS",-2.509344458580017,0.9580904841423035,,,-0.8784641623497009,,,-0.22345008535886174,0.16377615113543648,,,-0.8697664973759416,,,"Casey Fossum",188,407154
"Rich Garces","BOS",-4.256308078765869,,,1.327262282371521,-0.4093775749206543,-0.41400420665740967,,-2.0967034870767827,,,0.799555591790073,-1.949417023431687,-3.450035055478414,,"Rich Garces",189,114581
"Wayne Gomes","BOS",-3.2180798053741455,3.3411781787872314,,,-1.271618366241455,0.8291974663734436,,-1.8494711525138767,2.456748660872964,,,-6.055325553530738,3.769079392606562,,"Wayne Gomes",191,114908
"Chris Haney","BOS",-1.1138700246810913,,,2.002260684967041,-0.9521753787994385,,,-0.40067267074859403,,,1.1123670472039116,-4.3280699036338115,,,"Chris Haney",192,115415
"Dustin Hermanson","BOS",-3.2845567762851715,-2.2438496351242065,,,-1.943680539727211,,,-1.1326057849259212,-4.579284969641238,,,-5.889941029476397,,,"Dustin Hermanson",195,115812
"Sun-Woo Kim","- - -",-3.2807523608207703,-2.0107293501496315,,,5.835859954357147,,,-0.7405761536841469,-1.0206747970302699,,,4.454854926990189,,,"Sun-Woo Kim",197,279615
"Derek Lowe","BOS",44.697021484375,,,0.4827629327774048,3.9202072620391846,,,1.9011918964004677,,,0.11521788371775771,1.3067357540130615,,,"Derek Lowe",199,117955
"Pedro Martínez","BOS",20.008962631225586,-1.8616780042648315,,12.003687858581543,12.79401969909668,,,1.1018151228648452,-0.8699429926471176,,2.4698946211073136,2.2134982178367957,,,"Pedro Martinez",200,118377
"Darren Oliver","BOS",-0.42676854133605957,-1.5725849717855453,,-1.0385603122413158,-1.1836144030094147,,,-0.0830288990926186,-1.8946806888982475,,-0.6923735414942105,-1.0858847734031327,,,"Darren Oliver",206,119984
"Ugueth Urbina","BOS",7.775676250457764,-0.11007921397686005,,,2.111529588699341,,,1.073988432383669,-0.10287777007183183,,,1.5525952858083387,,,"Ugueth Urbina",216,123584
"Rocky Biddle","CHW",-12.094223976135254,4.247404336929321,,-0.835373044013977,4.028719961643219,-0.5232562497258186,,-1.6544766041224697,1.6989617347717285,,-1.031324745696268,2.3838579654693604,-2.753980261714835,,"Rocky Biddle",223,335092
"Mark Buehrle","CHW",-2.014380693435669,,,13.257438659667969,5.707852840423584,,,-0.10016811006641815,,,1.82861222891972,1.1891360084215798,,,"Mark Buehrle",225,279824
"Keith Foulke","CHW",9.515473365783691,1.9832062721252441,,,8.920782089233398,,,1.5548159094417797,1.377226577864753,,,2.9835391602787285,,,"Keith Foulke",231,114342
"Jon Garland","CHW",1.7032830715179443,,,4.0792388916015625,-3.5807526111602783,,,0.08554912463676265,,,0.7069738113694215,-1.1896188076944445,,,"Jon Garland",232,279782
"Matt Ginter","CHW",-1.9283422231674194,2.8313803672790527,,,-0.13143005967140198,,,-0.33712276628801036,1.10600795596838,,,-0.19327949951676762,,,"Matt Ginter",233,215197
"Gary Glover","CHW",-3.2202658653259277,-5.079138904809952,,0.6103529930114746,-1.4221043139696121,,,-0.22378498021722917,-1.4679592210433385,,0.263083186642877,-0.9355949434010605,,,"Gary Glover",234,150474
"Bob Howry","- - -",1.3089993000030518,0.021528005599975586,,,-1.8617411963641644,,,0.16825183804666477,0.009400875807849601,,,-1.477572378066797,,,"Bob Howry",237,133982
"Damaso Marte","CHW",4.859945774078369,8.86204719543457,,,0.017680130898952484,,,1.0519363147355778,2.1667597054852252,,,0.04420032724738121,,,"Damaso Marte",247,150122
"Antonio Osuna","CHW",5.460712432861328,1.2565491199493408,,,-1.5751636028289795,0.30608540773391724,,0.7055184021784662,1.2082203076435971,,,-0.7915394989090349,1.5304270386695862,,"Antonio Osuna",249,120107
"Jim Parque","CHW",-5.564220428466797,,,-4.164242073893547,-3.515833556652069,,,-1.6222216992614569,,,-5.141039597399441,-5.408974702541645,,,"Jim Parque",250,133220
"Mike Porzio","CHW",-1.208196759223938,0.03482741117477417,,,-2.8402974605560303,,,-0.274590172550895,0.013142419311235536,,,-4.508408667549254,,,"Mike Porzio",252,150053
"Todd Ritchie","CHW",-9.86337035894394,-4.824226975440979,,-10.757991790771484,-2.10677170753479,-1.6190693378448486,,-0.7355235166997718,-1.394285253017624,,-2.9393420193364714,-1.341892807347,-1.8609992389021248,,"Todd Ritchie",253,121234
"Dan Wright","CHW",-22.26018524169922,-0.6876248121261597,,6.1825714111328125,6.333378314971924,,,-1.158178212367285,-3.8201378451453314,,0.8807081782240473,1.7691000879809842,,,"Dan Wright",258,216106
"Kelly Wunsch","CHW",-0.8696927428245544,3.7037782669067383,,,0.43863728642463684,,,-0.4161209295811265,2.1533594575039174,,,0.4984514618461782,,,"Kelly Wunsch",259,279823
"Antonio Alfonseca","CHC",-0.6690115928649902,0.5630216002464294,,,0.8858094215393066,0.9976565837860107,,-0.071552042017646,0.42016537331823095,,,2.1090700512840637,2.267401326786388,,"Antonio Alfonseca",260,110134
"Alan Benes","CHC",1.3440912961959839,-2.3896279335021973,,2.3314855098724365,1.743051290512085,,,0.3133079944512783,-2.254365975002073,,4.399029263910258,3.873447312249078,,,"Alan Benes",265,110853
"Jason Bere","CHC",-9.985259056091309,,,-2.133495569229126,4.265833854675293,-2.4578418731689453,,-1.5221431487944068,,,-0.6564601751474234,2.28119457469267,-3.9642610857563634,,"Jason Bere",266,110891
"Joe Borowski","CHC",0.43587157130241394,12.438992500305176,,,0.5546585917472839,,,0.052705147678647396,2.1977018551775926,,,0.5546585917472839,,,"Joe Borowski",267,111244
"Scott Chiasson","CHC",-6.853196144104004,0.5813671350479126,,,0.25237971544265747,,,-7.968832725702329,2.906835675239563,,,1.4845865614273968,,,"Scott Chiasson",269,400130
"Matt Clement","CHC",-4.958323955535889,32.79990768432617,,,-2.4656624794006348,,,-0.28188311287867474,2.7424671976861346,,,-2.1440543299135957,,,"Matt Clement",271,136725
"Juan Cruz","CHC",-6.172832250595093,1.6784225702285767,,,-1.2796894907951355,,,-0.6630324651552194,0.3903308302857155,,,-0.6272987699976154,,,"Juan Cruz",273,407297
"Will Cunnane","CHC",-3.228449821472168,,,2.0254921913146973,-0.06521861255168915,,,-1.20915723650643,,,0.9420893913091616,-6.521861255168915,,,"Will Cunnane",274,112940
"Courtney Duncan","CHC",-0.14257241785526276,-0.35572710633277893,,,,,,-2.851448357105255,-5.928785105546316,,,,,,"Courtney Duncan",276,400131
"Kyle Farnsworth","CHC",-8.754496574401855,1.0599507093429565,,,-4.087961196899414,0.2440474033355713,,-1.6033876509893508,0.6463114081359491,,,-9.970637065608328,0.4000777103861824,,"Kyle Farnsworth",278,150035
"Jeff Fassero","- - -",-1.1696494668722153,-2.029417395591736,,,-1.855211764574051,,,-0.17125175210427748,-0.5848465116979066,,,-2.409365928018248,,,"Jeff Fassero",279,114032
"Tom Gordon","- - -",1.75386643409729,,,2.011423796415329,1.1532728224992752,,,0.4352025891060273,,,1.1300133687726568,9.610606854160626,,,"Tom Gordon",282,114971
"Jon Lieber","CHC",-4.755748748779297,10.534602165222168,,,5.459164619445801,,,-0.4755748748779297,1.7441394313281737,,,4.043825644033927,,,"Jon Lieber",287,117758
"Ron Mahay","CHC",-3.8623552322387695,0.12832961976528168,,,0.5285156965255737,,,-2.133897918363961,0.37744005813318143,,,1.4284208014204696,,,"Ron Mahay",290,118158
"Pat Mahomes","CHC",-3.042487144470215,0.8337581753730774,,0.06520867347717285,0.8837792724370956,,,-0.8948491601382984,1.1267002369906451,,0.060378401367752646,2.945930908123652,,,"Pat Mahomes",291,118163
"Donovan Osborne","CHC",-1.4455585479736328,1.5485035181045532,,-0.7198336720466614,1.2056455612182617,,,-0.8404410162637399,4.4242957660130084,,-1.9454964109369226,6.345502953780324,,,"Donovan Osborne",299,120085
"Mark Prior","CHC",8.270947456359863,,,1.8968571424484253,-1.2493741512298584,,,0.6643331290248886,,,0.44842958450317383,-1.5052700617227208,,,"Mark Prior",301,407578
"Kerry Wood","CHC",19.279165267944336,3.6202056407928467,,0.10725508630275726,0.7179343104362488,,,0.8317154990485045,1.905371389890972,,0.014358110616165631,0.6709666452675223,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",9.565370321273804,-6.349763870239258,,,2.2952117919921875,-0.6784496903419495,,0.7301809405552522,-1.6666046903515115,,,2.7002491670496327,-0.6112159372449996,,"Carlos Zambrano",305,407296
"Jose Acevedo","CIN",-5.7690324783325195,,,-3.74749493598938,0.1360529065132141,,,-2.038527377502657,,,-2.927730418741703,0.4859032375471932,,,"Jose Acevedo",307,406895
"Carlos Almánzar","CIN",0.48455190658569336,2.365838423371315,,,0.8152131456881762,,,0.4845519065856934,6.571773398253653,,,4.29059550362198,,,"Carlos Almanzar",308,110179
"Jim Brower","- - -",3.267591953277588,4.238470077514648,,,-2.205926835536957,,,0.3606613634964225,2.6490437984466553,,,-1.2187441080314678,,,"Jim Brower",313,150342
"Elmer Dessens","CIN",-1.1500062942504883,2.3119094371795654,,0.04149053245782852,3.841306209564209,,,-0.07823172069731213,0.4578038489464486,,4.149053245782852,2.1950321197509766,,,"Elmer Dessens",317,113296
"Danny Graves","CIN",9.082405090332031,,,-0.3761507272720337,,,,1.05855537183357,,,-0.1122837991856817,,,,"Danny Graves",326,115056
"Joey Hamilton","CIN",-5.221477508544922,,,-1.342534065246582,3.41778701543808,,,-0.4362136598617312,,,-0.35896632760603797,2.3093155509716756,,,"Joey Hamilton",328,115383
"Jimmy Haynes","CIN",-10.245351791381836,0.4567428529262543,,-0.5634833574295044,,3.512172222137451,,-0.6812069010227285,0.8617789677853853,,-0.0692239996842143,,0.9569951558957632,,"Jimmy Haynes",329,115649
"Luis Pineda","CIN",2.5354060530662537,-0.12465378642082214,,-1.4389424622058868,,,,0.6260261859422849,-0.5193907767534256,,-1.1604374695208763,,,,"Luis Pineda",346,400079
"Chris Reitsma","CIN",-12.054004549980164,,,2.2210724353790283,11.969827651977539,,,-1.1994034378089715,,,0.6669887193330415,2.9482334118171276,,,"Chris Reitsma",348,277410
"Jose Rijo","CIN",-5.11018443107605,2.5626254081726074,,,-0.5562410354614258,-0.06521861255168915,,-1.1640511232519475,0.674375107413844,,,-0.27266717424579695,-6.521861255168915,,"Jose Rijo",349,121206
"Jose Silva","CIN",-1.749022126197815,,,0.23208537697792053,0.28495824337005615,,,-0.8097324658323216,,,0.25787264108657837,1.6762249610003304,,,"Jose Silva",354,122231
"Scott Sullivan","CIN",-7.588929176330566,-1.2884323596954346,,,0.38644906878471375,,,-1.0673599404121752,-0.31196909435724807,,,0.3984011018399111,,,"Scott Sullivan",357,122975
"Gabe White","CIN",4.736416816711426,,,1.7484980821609497,-0.9452062845230103,,,1.040970728947566,,,0.9502706968266031,-2.1481961011886597,,,"Gabe White",360,124171
"Scott Williamson","CIN",10.16700553894043,5.427163600921631,,,,1.1609728336334229,,1.5265774082493138,2.0635603045329396,,,,3.224924537870619,,"Scott Williamson",361,150182
"Danys Baez","CLE",-1.821260929107666,,,0.8353251218795776,,-2.1913910508155823,,-0.08901568568463665,,,0.15672141123444233,,-0.9569393235002542,,"Danys Baez",367,276056
"Bartolo Colon","- - -",14.331917762756348,,,2.549305185675621,-1.7720608711242676,,,0.6151037666419034,,,0.4172348912726057,-0.7004193166499082,,,"Bartolo Colon",375,112526
"Sean DePaula","CLE",-3.6252620220184326,-0.5624788999557495,,,,,,-4.531577527523041,-1.1718310415744781,,,,,,"Sean DePaula",377,234994
"Ryan Drese","CLE",-24.27406883239746,2.327768087387085,,-6.600865840911865,-5.248537540435791,,,-1.7835465710799014,0.5195910909346172,,-2.307995049269883,-3.0873750237857593,,,"Ryan Drese",379,400181
"Tim Drew","MON",4.050718307495117,2.41456738114357,,,0.26874715089797974,,,4.40295468205991,3.832646636735825,,,0.7072293444683677,,,"Tim Drew",380,282328
"Chuck Finley","- - -",-11.145395398139954,,,7.995973587036133,5.2885905504226685,12.967400074005127,,-0.6540724998908424,,,1.4671511168873639,2.4371385024989256,2.1793949704210296,,"Chuck Finley",384,114133
"Dave Maurer","CLE",-1.8341457843780518,,,0.15661229193210602,0.083289735019207,,,-11.463411152362823,,,2.237318456172943,1.3881622503201165,,,"Dave Maurer",394,276531
"Charles Nagy","CLE",-11.632844686508179,,,-8.564111709594727,1.084614634513855,,,-2.8372791918312634,,,-3.2195908682686945,1.4271245190971777,,,"Charles Nagy",397,119640
"Chad Paronto","CLE",-1.3983724117279053,1.1767865419387817,,0.4121883809566498,-0.9329579472541809,,,-0.38522655970465713,0.905220416875986,,13.739612698554993,-3.0095417653360674,,,"Chad Paronto",399,406301
"Ricardo Rincon","- - -",7.732178628444672,0.8995873928070068,,,0.170055091381073,,,1.7220887813907955,0.28112106025218964,,,0.2882289684424966,,,"Ricardo Rincon",401,121215
"David Riske","CLE",-0.4287860095500946,,,-3.5417122840881348,-0.5043949484825134,,,-0.051911139170713626,,,-4.6601477422212305,-1.3632295904932794,,,"David Riske",402,228594
"Nerio Rodriguez","- - -",-0.8495029807090759,-0.034576576203107834,,,0.0222445260733366,,,-12.135756867272514,-3.4576576203107834,,,1.11222630366683,,,"Nerio Rodriguez",403,121361
"CC Sabathia","CLE",2.467346429824829,,,7.963712215423584,-1.584749698638916,,,0.11407057003351036,,,1.1106990537550325,-0.7692959702130661,,,"CC Sabathia",404,282332
"Paul Shuey","- - -",3.0155630111694336,,,1.6809821724891663,,5.039844512939453,,0.3861156224288647,,,1.0440883058938921,,3.073075922524057,,"Paul Shuey",406,122201
"Roy Smith","CLE",-5.2270660400390625,0.28513363003730774,,0.5050094723701477,0.7802014648914337,,,-5.620501118321573,2.8513363003730774,,10.100189447402954,3.3921802821366684,,,"Roy Smith",407,400123
"Jake Westbrook","CLE",-2.617538571357727,,,-2.018533319234848,0.2680371403694153,,,-0.6017330049098223,,,-1.5063681486827223,0.26023023336836437,,,"Jake Westbrook",412,150414
"Bob Wickman","CLE",-3.599966049194336,1.2079946994781494,,,-0.5216391682624817,,,-0.9136969668005929,0.9082666913369545,,,-10.432783365249634,,,"Bob Wickman",413,124233
